iamge_link,image_alt,title,heading_link,main_content,article_title,article_status,article_uploaded,article_calendar,hahhhaha
https://i.dawn.com/thumbnail/2021/11/6193bbbea61e8.png,"Proud that PTI govt prioritises future generations over coming elections, says PM Imran",title,this field is empty,"Former chief justice of Pakistan Mian Saqib Nisar on Monday rubbished allegations levelled against him by former top judge of Gilgit-Baltistan, Rana Shamim, regarding a collusion to deny bails to former premier Nawaz Sharif and his daughter Maryam Nawaz before general elections 2018.","Proud that PTI govt prioritises future generations over coming elections, says PM Imran",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193b390e7b3d.jpg,"Racism in English cricket is institutional, Pakistan-born cricketer tells British lawmakers",title,this field is empty,"Former chief justice of Pakistan Mian Saqib Nisar on Monday rubbished allegations levelled against him by former top judge of Gilgit-Baltistan, Rana Shamim, regarding a collusion to deny bails to former premier Nawaz Sharif and his daughter Maryam Nawaz before general elections 2018.","Racism in English cricket is institutional, Pakistan-born cricketer tells British lawmakers",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6194732f035c9.jpg,Shaukat Tarin outlines five actions demanded by IMF,title,https://www.dawn.com/news/1658510/shaukat-tarin-outlines-five-actions-demanded-by-imf,ISLAMABAD: Adviser to the Prime Minister on Finance Shaukat Tarin has said Pakistan will have to complete about five “prior actions” before the Inter­na­tional Monetary Fund (IMF) calls a meeting of its board of directors to approve revival of its $6 billion Extended Fund Facility suspended in April this year.,Shaukat Tarin outlines five actions demanded by IMF,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6194ceeec9553.png,Maryam calls affidavit by ex-GB top judge 'third judicial testimony of Nawaz's innocence',title,this field is empty,ISLAMABAD: Adviser to the Prime Minister on Finance Shaukat Tarin has said Pakistan will have to complete about five “prior actions” before the Inter­na­tional Monetary Fund (IMF) calls a meeting of its board of directors to approve revival of its $6 billion Extended Fund Facility suspended in April this year.,Maryam calls affidavit by ex-GB top judge 'third judicial testimony of Nawaz's innocence',That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/thumbnail/2021/11/6193d95b06f7a.jpg,Facebook says hackers in Pakistan targeted Afghan users amid government collapse,title,https://www.dawn.com/news/1658461/facebook-says-hackers-in-pakistan-targeted-afghan-users-amid-government-collapse,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.",Facebook says hackers in Pakistan targeted Afghan users amid government collapse,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/61945945d1054.jpg,"Cartoon: 17 November, 2021",title,https://www.dawn.com/news/1658557/cartoon-17-november-2021,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.",That field is empty,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194ae4b3aa38.jpg,The good and the bad of electronic voting,title,this field is empty,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.",The good and the bad of electronic voting,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/61946b2f439ab.jpg,Editorial: Reporting allegations levelled by a senior judge against the ex-CJP should not be seen as contempt,title,this field is empty,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.",Editorial: Reporting allegations levelled by a senior judge against the ex-CJP should not be seen as contempt,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194e434bbe75.png,Does Shoaib Akhtar have a 'problem' with Shahid Afridi?,title,this field is empty,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.",Does Shoaib Akhtar have a 'problem' with Shahid Afridi?,That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/61946a4f40b20.jpg,"Instead of focusing on pressing issues, govt is engaged in futile battles with opposition and state institutions",title,this field is empty,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.","Instead of focusing on pressing issues, govt is engaged in futile battles with opposition and state institutions",That field is empty,That field is empty,That field is empty,welcome in my world
https://i.dawn.com/medium/2021/11/6194fd72e5490.png,The tales of Umro Ayyar will come alive on the big screen with a star-studded cast,title,this field is empty,"Hackers from Pakistan used Facebook to target people in Afghanistan with connections to the previous government during the Taliban's takeover of the country, the company's threat investigators said in an interview with Reuters.",The tales of Umro Ayyar will come alive on the big screen with a star-studded cast,That field is empty,That field is empty,That field is empty,welcome in my world
